ID_no,gripForce,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,ranking
3524,47.4,10.5,42,215,B
3525,44.2,19.6,38,200,A
3526,46.9,3.4,45,215,D
3527,51.2,19.7,53,238,B
3528,39.3,9.7,47,231,B
3529,39.7,6.2,47,196,D
3530,42.6,1.8,23,165,D
3531,52.7,17.1,66,264,A
3532,26.1,19.5,44,181,A
3533,40.1,9,26,175,D
3534,44.8,17,41,234,C
3535,36.8,-2,51,220,D
3536,21.6,14.7,20,154,C
3537,51.4,7.1,52,181,C
3538,37.2,19.3,49,160,B
3539,44.6,14.9,60,219,A
3540,44.5,18.8,43,213,C
3541,39.9,6.9,30,209,C
3542,41.1,11.4,23,188,C
3543,32.2,-10,19,74,D
3544,39.3,-8,22,160,D
3545,43.1,9.5,47,217,B
3546,63.1,17.4,60,258,A
3547,42.3,19.9,53,226,B
3548,40.9,13.6,64,222,B
3549,25.6,23.9,24,111,C
3550,40.9,19.2,41,223,D
3551,41.8,35,35,182,B
3552,48,26.9,60,232,A
3553,41.2,18.7,44,198,C
3554,34.1,9.7,41,201,B
3555,50.9,14.2,54,239,A
3556,24.9,24,43,149,A
3557,35.7,19,51,234,B
3558,36.8,22,55,237,A
3559,43.7,11.3,60,210,C
3560,28.7,20.9,27,155,B
3561,41.8,6,61,207,C
3562,43.8,13.1,52,231,C
3563,53,20,54,262,A
3564,21.6,15.8,27,128,D
3565,33.8,21.5,50,188,A
3566,25.6,25,39,165,A
3567,22.4,18.5,34,166,B
3568,49.7,11.2,43,232,B
3569,37.9,9.5,49,207,B
3570,48.8,8.8,54,201,D
3571,39.9,14.5,33,178,A
3572,25.4,20,36,195,B
3573,43.6,13.5,52,229,B
3574,50.4,16.6,40,240,D
3575,35.6,13.5,35,181,C
3576,47.3,24.8,55,245,A
3577,28.5,20.3,50,183,A
3578,37.8,8.6,27,154,D
3579,23.3,17.5,43,163,B
3580,20.1,24.4,27,116,B
3581,27.1,18.8,39,155,C
3582,29.6,22,44,176,A
3583,25.4,26,43,163,A
3584,38.9,18.3,49,226,B
3585,43.5,16.5,33,183,C
3586,50.6,17,52,226,B
3587,44.7,0.5,37,180,D
3588,43.2,7.7,30,144,C
3589,35.9,16.4,65,245,A
3590,50.4,12.8,51,222,C
3591,43.1,19.6,47,220,B
3592,42.7,6.5,39,183,D
3593,51.9,23.7,57,249,A
3594,27.1,5.3,20,180,C
3595,23.6,14.8,20,155,C
3596,27,19.4,25,162,B
3597,40.3,17.5,35,207,B
3598,46.4,14.5,38,222,C
3599,38.3,13.5,52,236,C
3600,25.4,20,22,118,D
3601,20.8,21.5,40,160,C
3602,35.1,0.9,24,152,D
3603,37.4,20.6,71,202,C
3604,61.3,12.6,43,232,D
3605,48.3,15.8,45,214,B
3606,37.8,13.1,48,226,C
3607,37.9,11,40,232,C
3608,40.1,10.5,22,182,D
3609,28.4,20.3,24,146,A
3610,46.7,1.2,49,208,D
3611,32,6.8,43,216,C
3612,40.3,1,38,225,D
3613,23.4,22.2,46,171,C
3614,42.8,17.3,50,234,A
3615,30.4,10.9,25,165,D
3616,42.4,13.4,52,239,C
3617,46,11.5,47,217,B
3618,35.4,0.6,54,222,D
3619,51,9.7,55,217,D
3620,26.5,25.5,41,181,A
3621,24.6,24.1,39,176,A
3622,26.4,17.3,30,165,B
3623,23.8,13.3,22,153,C
3624,45.9,15.6,22,224,D
3625,41.6,7.7,37,217,D
3626,25.7,18.7,43,164,B
3627,39.1,17.5,53,224,C
3628,21.7,20,35,167,B
3629,23.3,14.1,22,133,C
3630,18.9,3.1,17,141,D
3631,49.8,-2,22,177,D
3632,20.7,11.3,28,168,C
3633,37.1,17.2,51,240,B
3634,21.4,25.1,23,134,B
3635,53.1,25.7,55,270,A
3636,26.6,20.8,21,103,A
3637,52.1,20.6,57,239,A
3638,37,13.1,61,218,B
3639,37.3,14.4,48,170,C
3640,44.6,17.5,30,220,D
3641,47.9,9.7,59,194,C
3642,29.2,12.8,7,101,D
3643,43.2,10.1,47,221,B
3644,53.2,22,55,180,D
3645,49,12.7,50,233,B
3646,36.1,9.2,49,248,C
3647,23.6,20.3,37,192,A
3648,58.1,11.1,45,235,C
3649,35.1,12.8,47,221,B
3650,36.8,10.2,53,217,B
3651,44.5,6.1,48,162,D
3652,34.3,31.3,40,200,A
3653,47.6,24.7,58,225,C
3654,17.6,26.5,17,143,D
3655,31.2,34.5,25,145,C
3656,30.1,20.6,51,169,A
3657,41.8,14.4,30,180,B
3658,27.6,23.7,37,152,A
3659,28.1,17.9,42,167,B
3660,30.5,21.1,31,174,A
3661,49.8,18.5,33,226,C
3662,33.8,19.3,60,218,B
3663,53.9,15.8,55,235,A
3664,17.9,4.5,17,142,D
3665,26.7,21.5,12,127,C
3666,46.1,21.7,45,175,B
3667,28.4,12.9,40,190,C
3668,20.6,-2.8,5,135,D
3669,51.8,22.9,54,241,A
3670,41.2,16.3,57,228,A
3671,23.1,21,17,139,A
3672,36.8,-8.3,45,194,D
3673,47.8,-7,39,235,D
3674,57.8,25,48,211,D
3675,24.3,6.5,25,140,D
3676,53.4,21.7,46,222,B
3677,25.8,15.1,20,161,D
3678,26.1,18.3,24,146,C
3679,46.2,13.9,43,210,A
3680,26.9,24.1,29,183,B
3681,45.1,18.9,50,272,A
3682,20.5,12.8,18,110,D
3683,34.6,4.3,34,178,C
3684,45.1,13.6,50,221,B
3685,36.4,18.8,31,178,A
3686,41.7,7.3,28,176,C
3687,43.6,9.9,58,219,B
3688,42.3,26.2,46,180,A
3689,45.2,-0.6,27,213,D
3690,23.5,0.4,18,151,D
3691,49.6,14.8,56,240,B
3692,21.9,17.2,28,156,B
3693,44.3,10,47,189,D
3694,49.9,21.3,63,250,A
3695,23.5,9.7,23,116,D
3696,42.7,11,64,162,C
3697,22.3,11.9,16,133,C
3698,47.1,15.3,43,211,B
3699,36.2,8.1,24,214,D
3700,25.2,14.8,30,164,C
3701,39,16.9,34,190,B
3702,32.9,18.9,51,168,A
3703,21.8,21.4,21,139,D
3704,23.2,16.7,40,194,B
3705,14.9,10.7,2,83,D
3706,23.1,18.7,6,129,D
3707,28.2,21.3,55,188,A
3708,43.4,-2,44,194,D
3709,34.6,-8.3,39,187,D
3710,46.8,11.7,46,251,D
3711,22.6,22.4,1,81,D
3712,35.7,-9.3,48,239,D
3713,25.5,24,35,180,A
3714,35.4,29.9,48,183,A
3715,25.1,25.1,38,170,A
3716,45.2,16.6,62,233,A
3717,20.7,23.4,41,179,B
3718,39.9,35.2,43,295,C
3719,29.7,18.2,35,181,A
3720,28.8,19.8,41,172,B
3721,27.3,18.6,47,185,B
3722,52,11.6,61,227,B
3723,29.3,21.7,42,185,A
3724,43.4,24.9,52,196,B
3725,36,9.7,32,183,D
3726,49.1,15.4,51,214,A
3727,36.3,20.5,49,169,A
3728,49.7,18.4,57,240,A
3729,30.8,24.2,24,166,A
3730,42.8,14.3,33,195,A
3731,36.9,1.4,38,181,D
3732,45.3,16.4,45,212,D
3733,32.9,-12.5,22,170,D
3734,34.6,0.4,60,83,D
3735,41,17.3,42,174,B
3736,36.5,18,56,237,A
3737,44.4,26.4,60,232,B
3738,25.3,-2.2,18,149,D
3739,44.8,18.7,48,212,B
3740,35.6,13.4,44,200,A
3741,34.5,5.9,34,221,D
3742,30.1,16,31,158,B
3743,25.4,21.6,44,170,C
3744,35,-5,30,180,D
3745,48.2,22.7,57,266,B
3746,38.6,15.9,32,190,C
3747,54.1,18.2,51,250,A
3748,39.4,13.7,41,195,C
3749,44.5,7.6,57,194,C
3750,27.9,19.3,32,155,A
3751,39.6,17.4,54,235,A
3752,17.7,15.2,25,172,C
3753,21.4,21.6,13,154,D
3754,42,12.3,43,211,B
3755,40.4,11.3,59,238,B
3756,41.7,16.9,46,191,B
3757,35.4,16.4,57,242,A
3758,26.1,24.4,41,178,A
3759,55.8,19.2,50,234,B
3760,38.6,15.8,35,195,C
3761,33.2,26.1,26,157,A
3762,42.4,7.7,38,195,C
3763,23.9,19.9,26,135,B
3764,40.7,21.2,52,265,C
3765,27.7,22.4,19,106,C
3766,17.8,5.8,22,115,D
3767,27.3,20.1,33,156,A
3768,45.5,-1.5,62,267,D
3769,43,8.4,53,251,C
3770,39.4,10.5,45,179,B
3771,27,20.6,35,164,A
3772,25.2,23.3,21,143,A
3773,27,15.2,15,141,C
3774,48.3,21.5,51,246,A
3775,52.5,7.1,53,230,C
3776,21.3,18.3,8,115,C
3777,44.2,15.5,55,214,B
3778,49.6,22,69,267,A
3779,27.6,25.9,61,202,A
3780,37.9,-1.9,51,243,D
3781,19.8,11.6,3,157,D
3782,21.8,20,23,130,B
3783,26.3,23,23,117,B
3784,22.5,16.3,24,170,D
3785,24.3,11.8,14,132,D
3786,19,19.8,19,132,C
3787,26.98,22.6,66,191,A
3788,29.6,23.1,57,185,A
3789,45.9,9.3,45,222,C
3790,31.9,18.2,30,180,B
3791,20,13.6,0,57,D
3792,44.2,11,43,225,B
3793,41.7,4,46,224,D
3794,28.9,22.9,48,183,A
3795,43.7,20.4,44,244,C
3796,27.5,29,44,125,C
3797,32.7,17.2,27,195,C
3798,54.4,22.9,50,229,B
3799,36.5,18.8,33,214,D
3800,27.8,25.3,59,193,A
3801,25.7,25,44,182,A
3802,35.3,25.5,36,218,D
3803,43.9,14.7,46,211,C
3804,43.5,15.6,56,246,B
3805,42.9,15.1,52,237,A
3806,34.9,25.5,49,182,A
3807,28.1,23.1,42,181,A
3808,30,17.8,41,210,B
3809,56.2,12,54,179,C
3810,42.8,22.9,27,192,B
3811,46.6,20.9,57,230,B
3812,37.3,17.4,42,205,A
3813,41.5,14,30,214,C
3814,28.1,17.3,30,161,D
3815,34.5,17.3,36,182,B
3816,28.3,23.7,36,167,B
3817,26.7,21.8,15,141,B
3818,41,12,32,180,B
3819,32.7,13.2,35,200,D
3820,48.1,23.6,60,250,B
3821,44.5,14.2,36,222,D
3822,39.6,14.1,57,223,B
3823,22.3,20.5,38,153,A
3824,36.7,-1.6,45,183,D
3825,21.2,10.1,33,154,D
3826,55,16.4,48,244,A
3827,23.3,0.7,12,138,D
3828,46.1,8.6,30,158,D
3829,56.8,17,45,205,C
3830,23.9,7.8,37,171,D
3831,40.9,21.8,57,198,B
3832,40.6,-6.1,53,270,D
3833,34.3,2.2,18,205,D
3834,45.9,20,30,192,C
3835,36.5,10.2,46,179,B
3836,29.5,31.2,55,153,B
3837,42,16.4,55,225,B
3838,24.5,25.4,42,168,A
3839,56.7,-1.8,31,179,D
3840,25.7,19.4,31,160,A
3841,25,21.7,27,164,B
3842,50.9,4.8,33,232,C
3843,46.8,20.5,47,226,A
3844,42.1,-4.6,41,184,D
3845,53.5,7.6,60,238,C
3846,36.8,-11.6,64,212,D
3847,32.6,14.9,34,177,B
3848,28.7,23.2,26,147,B
3849,47.5,15.1,52,219,B
3850,59.1,13.7,43,227,B
3851,42.9,16.4,39,192,A
3852,34,15.8,37,154,B
3853,43.3,20.1,64,243,A
3854,53.6,16.2,42,232,B
3855,46,7.5,44,181,C
3856,27.5,11.3,30,160,C
3857,39.1,9.1,30,181,B
3858,25.2,24.3,43,168,A
3859,43.5,19.2,44,237,B
3860,34.5,6.7,46,203,C
3861,44.5,11.1,52,166,D
3862,32.2,6.1,50,198,D
3863,44.3,20,41,178,A
3864,22.7,26.5,44,133,D
3865,42,18,46,240,C
3866,36.4,14.5,5,133,D
3867,25.9,21.7,34,172,B
3868,42.4,-15,39,222,D
3869,27.5,16.8,52,160,B
3870,22.5,15.8,26,146,C
3871,48,19.5,65,236,B
3872,42.6,2.9,57,194,D
3873,36.3,8.4,55,221,D
3874,52.4,22,59,235,A
3875,35.2,26.8,56,224,A
3876,29.4,12.6,40,157,C
3877,27.1,29.9,42,219,A
3878,39.6,16.2,23,133,D
3879,32.3,10.3,25,162,C
3880,25.7,-7.6,10,134,D
3881,60.3,7.6,53,204,C
3882,21.6,15.6,44,181,B
3883,24.8,21.8,33,166,B
3884,31.2,19.7,45,203,A
3885,39.4,21.8,59,227,A
3886,22.3,16.5,1,93,D
3887,20.1,14.8,0,115,D
3888,26.1,23.2,35,163,C
3889,36.2,6.6,43,220,C
3890,47.1,12.9,60,202,B
3891,41.6,9.5,45,199,B
3892,23.7,23.8,0,103,D
3893,51.4,15,59,252,B
3894,30.1,21.4,53,211,A
3895,22.5,21.5,34,169,A
3896,42.4,2.5,45,215,D
3897,28.8,20.6,32,138,A
3898,44.9,19.9,48,231,B
3899,29.8,23.7,36,180,B
3900,21.2,26.6,24,157,C
3901,21.1,22.5,38,134,B
3902,39.6,5,44,205,D
3903,30.3,24.9,48,162,B
3904,36.9,0,27,130,D
3905,45.1,18.3,52,233,A
3906,31.5,19.3,37,188,B
3907,43.1,18.3,67,226,C
3908,21.7,12.5,33,145,C
3909,26.7,22.7,54,175,A
3910,21.3,22.7,49,179,A
3911,31.1,9.7,60,211,C
3912,46.4,18.8,55,243,A
3913,46.1,18.4,46,222,C
3914,36,21.8,33,169,B
3915,48,12.8,38,213,C
3916,49.2,-6.1,47,246,D
3917,14.6,14,14,124,C
3918,46.8,17.9,52,228,A
3919,38.3,18.1,47,227,C
3920,48.7,19.1,55,223,A
3921,18.9,12.5,19,157,D
3922,40.4,13.6,38,219,B
3923,28,22,56,173,B
3924,56,25,48,228,B
3925,30.9,23.8,46,204,A
3926,47.1,12.2,34,229,D
3927,57,15.9,38,231,B
3928,37,4.9,50,195,D
3929,49.3,15.6,62,242,B
3930,38.4,-3.5,32,182,D
3931,37.4,11.1,45,210,C
3932,43.8,14.2,41,220,A
3933,38.3,18.1,44,219,C
3934,41.4,8.8,50,226,C
3935,47.7,6.9,53,223,D
3936,20.7,19.9,42,162,B
3937,38,7.9,32,183,C
3938,57.9,23.2,61,242,A
3939,46.8,28.8,56,251,A
3940,38,15.2,26,139,D
3941,24.3,13.9,34,164,B
3942,43.1,16.4,35,226,C
3943,38,9.4,39,197,B
3944,43.6,16,42,237,C
3945,50.4,16.2,44,232,A
3946,26.4,22.6,52,202,A
3947,26.2,20.6,46,174,A
3948,17.4,14,36,150,C
3949,25.2,22.4,42,168,B
3950,34.9,0.7,34,211,D
3951,34.5,19,28,165,B
3952,51.4,19.5,38,217,B
3953,35.7,-10.7,33,201,D
3954,24.9,-4.1,40,137,D
3955,54.9,20.6,59,237,A
3956,24.7,21,24,124,D
3957,30.4,21.1,50,160,B
3958,45.3,17.1,53,215,A
3959,29.5,22.8,15,181,D
3960,37.6,7.3,40,194,C
3961,28.2,23.5,33,140,C
3962,38,9.6,42,220,C
3963,48.8,7.7,58,155,C
3964,23,23.6,20,146,B
3965,19.1,17.7,20,92,D
3966,50.1,10,28,169,B
3967,46.8,7.2,34,190,D
3968,21.6,18.5,29,133,C
3969,44,17.8,33,200,D
3970,51.6,8.1,56,223,C
3971,47.9,12.6,53,253,B
3972,26,24.1,47,191,A
3973,31.4,15,45,198,C
3974,28.4,9.8,21,183,C
3975,26.3,13,32,161,C
3976,41.7,5.5,39,198,C
3977,54.1,18.8,55,253,A
3978,38.2,12.3,55,241,D
3979,41.3,22.4,47,226,C
3980,49.6,17.7,57,247,A
3981,59.1,22.7,47,239,A
3982,19.3,28.2,31,172,B
3983,54.2,19.2,60,234,A
3984,30.2,14.2,35,176,D
3985,35.2,14.5,57,200,B
3986,54.2,21.9,50,260,A
3987,47.3,17.5,49,246,A
3988,44.3,13.4,49,199,B
3989,31.3,2.5,35,194,D
3990,51.2,18.6,42,224,C
3991,33.4,23,45,240,C
3992,48,10.5,51,231,C
3993,47.1,29.1,53,238,A
3994,30.1,22.8,43,167,A
3995,25.4,28,27,157,A
3996,33.8,3.5,30,187,D
3997,48.4,24.3,59,255,A
3998,26.8,24.1,41,151,D
3999,45.5,18.9,54,242,A
4000,24.7,16.4,4,123,D
4001,49,19.6,75,242,A
4002,38.6,15.5,59,221,A
4003,54.2,8,51,235,C
4004,42.2,16.4,32,222,A
4005,33.2,8.5,25,167,B
4006,20.1,19.1,19,118,C
4007,30.2,16.4,43,117,B
4008,40.5,-3.2,19,151,D
4009,24,24.7,32,174,C
4010,26.5,17.9,32,166,B
4011,26.9,19.8,40,177,C
4012,25.2,26.7,19,169,C
4013,37.5,14.9,36,205,B
4014,47,16.4,39,243,C
4015,28.4,17.8,31,176,C
4016,33.9,7.4,6,151,D
4017,48.2,14.2,41,189,B
4018,27.9,15,48,259,D
4019,45.3,12.4,38,193,C
4020,18.7,-3.6,17,101,D
4021,27.7,18.3,15,136,C
4022,61,7.6,51,204,C
4023,45.5,24.1,26,159,D
4024,45,9.5,42,213,D
4025,49.2,2.9,27,191,D
4026,22.9,20.4,35,178,B
4027,54.4,15.5,43,226,C
4028,33.3,21,51,218,B
4029,24.2,24.5,29,148,C
4030,29,33,33,153,C
4031,31.7,16.8,32,136,C
4032,32.3,7.7,49,215,C
4033,45.1,5.7,55,214,C
4034,24.2,18.7,36,154,B
4035,29.7,16.5,57,179,B
4036,24.7,20.4,13,146,C
4037,39.1,19.5,46,226,C
4038,48.8,9.9,33,205,D
4039,28.7,12.7,18,161,C
4040,37.8,17.2,63,237,A
4041,40,10.3,38,236,C
4042,27.7,17.4,18,124,B
4043,39.5,22.9,48,180,A
4044,44,12.7,46,192,B
4045,25.9,18.9,20,155,B
4046,40,10.9,50,239,B
4047,30.8,21.5,49,213,A
4048,24.8,25,12,127,C
4049,52.9,21.2,55,254,A
4050,44.7,-6.9,38,233,D
4051,47.6,11.8,36,199,D
4052,24.4,20.5,15,98,D
4053,29.4,15.5,28,174,D
4054,29.5,-2,20,175,D
4055,46.8,14.9,45,245,B
4056,55.2,21.6,54,219,C
4057,24.5,27,29,165,A
4058,42.6,24.5,44,178,A
4059,44.8,18.7,52,262,B
4060,24.3,21.3,60,179,A
4061,21.3,25.9,31,171,A
4062,44.4,17.5,53,227,A
4063,57.9,29.4,59,270,A
4064,31.7,9.4,30,178,B
4065,29.4,19.8,18,159,A
4066,36,15.6,34,175,A
4067,55.3,16,47,245,B
4068,23.1,17.7,13,127,B
4069,39.7,23.8,45,201,D
4070,45.8,16.6,54,255,B
4071,52.1,16.2,72,275,A
4072,24.7,13.8,23,125,C
4073,46.6,6.2,35,208,D
4074,24.6,19.8,5,133,D
4075,23.2,18.2,18,133,B
4076,19.3,18.3,22,110,D
4077,25.6,16.7,12,108,B
4078,28.6,17,29,170,B
4079,37.5,14,46,201,B
4080,50.9,15.9,53,252,A
4081,41.7,5.5,35,237,C
4082,23.9,0.1,21,101,D
4083,33.5,22,46,188,A
4084,36.3,17,55,248,C
4085,45,13.4,34,194,C
4086,43.4,20.8,60,256,B
4087,41.8,13.5,46,197,B
4088,32.7,14.1,44,172,B
4089,32.9,16.7,44,198,B
4090,32.4,15.5,40,125,B
4091,38.6,7,56,196,C
4092,18.3,23.5,19,139,D
4093,46.6,10.4,36,201,D
4094,34.9,10,42,214,C
4095,27.7,18,26,164,B
4096,44,27,45,206,C
4097,20.2,28.5,10,105,D
4098,26.7,15.6,31,160,B
4099,22.9,19.6,8,122,C
4100,52,15.4,38,200,A
4101,45.7,14.3,31,211,D
4102,27.6,21.7,52,172,B
4103,48.7,17.5,49,234,B
4104,24.5,14.9,44,186,C
4105,50.1,19.2,57,254,B
4106,32.4,19.4,57,231,D
4107,25.8,23,21,123,A
4108,44.9,21.6,63,252,A
4109,28,30.8,47,199,A
4110,41.9,11.3,47,237,B
4111,45.8,8,45,210,C
4112,31.4,22,32,150,B
4113,24.8,12,34,146,C
4114,30.5,21.8,54,177,A
4115,18.8,15,2,134,D
4116,20.3,20.3,25,147,B
4117,46,22.6,47,229,B
4118,32,2,38,187,D
4119,43.7,16.9,51,213,B
4120,46.2,22.2,33,193,A
4121,28.7,21.1,36,175,A
4122,42.6,12,45,240,B
4123,45.8,7.2,44,247,C
4124,42.1,16.3,67,256,A
4125,38.6,6.2,51,219,D
4126,35.9,14.6,26,163,B
4127,34.2,3.6,43,179,D
4128,38,15.7,36,189,D
4129,28.5,21.1,46,171,A
4130,27.2,19.1,51,170,B
4131,36.9,22.9,47,190,C
4132,20.7,26.8,40,149,B
4133,51.7,19.3,56,277,A
4134,31,22,33,156,A
4135,50,21,60,240,A
4136,40.6,12.2,30,179,C
4137,42.2,18.3,52,245,A
4138,39.5,6.4,30,185,D
4139,45.3,17,44,215,A
4140,57.3,21,51,261,A
4141,33.4,20.9,39,175,A
4142,23.1,-2.1,11,98,D
4143,22.7,18.5,26,128,B
4144,43,16.2,49,232,A
4145,41.5,16.1,43,227,C
4146,27.7,20.5,30,178,D
4147,36.8,11.8,32,174,B
4148,46.5,-11,30,215,D
4149,27.2,19.1,47,173,A
4150,21.5,20.6,31,124,B
4151,17.6,17.4,21,142,C
4152,45,24,55,208,A
4153,27.3,18.8,32,175,B
4154,44.1,-0.9,32,175,D
4155,22.3,7.5,15,150,D
4156,24.5,20.4,30,155,A
4157,52.3,18.2,55,254,C
4158,41.6,0.8,44,208,D
4159,43.5,22,56,250,A
4160,26.6,-1.3,18,143,D
4161,50.8,-5,45,184,D
4162,42.6,18.6,28,180,B
4163,32.9,16.2,29,145,B
4164,44.3,19.8,45,228,B
4165,48.7,17.3,37,198,A
4166,42,19.8,49,252,B
4167,40.2,8.6,55,207,D
4168,45.9,9.8,52,211,C
4169,32.8,23.7,32,147,A
4170,41.6,7.8,39,208,C
4171,45.7,8.4,40,198,D
4172,33.7,21.7,36,161,A
4173,48.2,16.6,51,233,C
4174,22.9,18,32,130,B
4175,28.4,29.4,37,134,C
4176,36.4,-15.1,20,162,D
4177,35,18,41,181,A
4178,26.7,24.1,16,102,B
4179,20.4,17,14,123,B
4180,24.7,14.8,15,142,C
4181,18.6,18.3,37,151,C
4182,40.7,16.3,36,220,B
4183,41.9,11.3,44,227,C
4184,37.4,16.9,55,258,A
4185,28.3,14.8,21,142,C
4186,29.1,14.2,29,176,B
4187,39.4,12.2,46,200,C
4188,36.7,18,46,233,C
4189,30.5,24.7,45,188,C
4190,56.1,14,56,240,C
4191,25,19.6,40,155,B
4192,37.5,22.2,30,198,D
4193,55,21.4,50,227,A
4194,43,20.4,47,200,A
4195,22.4,16.4,31,143,B
4196,24.7,-7.1,31,140,D
4197,34.1,5.5,12,148,D
4198,40.5,-17.3,32,181,D
4199,42.9,13.5,49,188,B
4200,46.6,14.8,41,206,B
4201,27.1,29.3,42,183,A
4202,48.1,13.1,44,218,C
4203,36,42,42,210,A
4204,24.5,22.7,58,148,C
4205,22.4,10.6,38,173,C
4206,27.5,21,44,150,A
4207,40.9,16.1,39,229,C
4208,44.1,6.2,43,211,C
4209,48.7,9.1,48,234,C
4210,14.3,21.7,23,119,C
4211,27,23.9,39,179,A
4212,41.1,23.7,60,260,A
4213,30,31.4,39,177,A
4214,33.5,13.8,39,210,D
4215,51.6,3,50,180,D
4216,19.4,14.6,13,120,C
4217,43,15,31,183,C
4218,30.9,21.8,60,230,D
4219,48.7,15.8,33,225,C
4220,28.8,23.8,41,196,A
4221,26.1,22.5,28,157,C
4222,27.9,20.1,41,169,B
4223,45.2,16.7,47,228,B
4224,37.1,21.2,55,208,A
4225,42.9,7.1,46,217,C
4226,48.9,16.6,54,238,D
4227,32.7,2.1,32,183,D
4228,23.3,-0.5,22,120,D
4229,41.6,7.7,30,169,B
4230,22.7,23.4,17,86,D
4231,49,13,48,202,B
4232,52.4,13.8,45,214,B
4233,15.4,11.5,5,91,D
4234,44.5,25.1,63,226,A
4235,29.7,19.8,51,180,A
4236,43.4,10.3,48,235,B
4237,43.5,19.2,46,216,A
4238,48,12,38,218,B
4239,27.5,22.7,38,191,A
4240,35.8,-5.9,30,184,D
4241,40.6,17.3,47,202,A
4242,19.6,14.7,22,154,C
4243,35.3,-0.3,38,202,D
4244,47.8,15.7,45,215,A
4245,28.5,20.6,48,163,B
4246,39.1,-4.7,10,141,D
4247,18.4,20.2,39,182,C
4248,40.8,18.1,54,232,B
4249,48,-8.3,51,215,D
4250,38.7,13.6,50,243,B
4251,42.7,18.2,45,218,C
4252,39.7,7.8,46,221,C
4253,44.4,26.3,68,257,B
4254,27.1,20.7,13,128,C
4255,28.6,17.5,13,105,B
4256,37.6,-6,31,155,D
4257,31.5,24.4,48,140,A
4258,23.2,13.1,19,116,C
4259,52.1,21.8,58,261,A
4260,29.7,10.5,40,194,C
4261,49.4,6.8,45,220,C
4262,46,18.5,28,192,C
4263,49.9,19.4,58,230,A
4264,27.5,18.5,11,119,D
4265,49.8,20.3,56,258,B
4266,45.7,8.9,25,185,D
4267,51.3,15.3,60,250,C
4268,45.3,19,55,238,B
4269,50,12.6,49,228,B
4270,26.8,7.7,24,167,D
4271,45.3,12,60,228,B
4272,42.7,-3.5,45,185,D
4273,46.5,7.9,40,211,B
4274,44,27,44,211,B
4275,48,13.2,38,246,C
4276,35.9,0.9,38,191,D
4277,28.9,-5.6,29,167,D
4278,51.4,12.2,47,230,B
4279,42,25.3,49,219,A
4280,54.9,14.1,58,197,C
4281,30.5,24.6,20,160,A
4282,27.1,16.9,15,138,D
4283,47.1,11.7,54,242,B
4284,22.5,8.7,7,139,D
4285,30.9,18.2,52,190,A
4286,42.7,8,33,226,C
4287,40.9,7,32,217,D
4288,46.7,20.8,49,254,B
4289,22.2,13.1,30,134,C
4290,18.4,25.3,25,119,B
4291,25.1,22.2,46,190,A
4292,40.3,20.1,56,220,C
4293,33.2,19.3,56,210,A
4294,23.8,17,55,139,B
4295,19.3,13.6,7,129,C
4296,23.3,12.3,19,125,C
4297,27,21.7,24,145,A
4298,24.8,31.2,15,128,D
4299,41.3,21.6,31,202,B
4300,55.1,12.5,38,180,C
4301,29.9,28.5,44,195,A
4302,25.4,22.8,46,176,C
4303,26.6,20.7,13,114,D
4304,45.2,19.4,39,194,B
4305,34.1,18.5,30,176,B
4306,22.7,24.4,52,162,A
4307,37.5,9,38,176,B
4308,46.8,23.4,55,234,A
4309,44.9,22.4,51,247,A
4310,47.4,4,28,199,D
4311,42,11.7,10,163,D
4312,52.7,23.2,54,235,A
4313,44.4,16.4,60,257,B
4314,35.1,-14.8,27,190,D
4315,29.4,26.8,44,211,A
4316,31.8,19.8,31,137,A
4317,37.4,20.7,59,247,B
4318,26.4,18.7,6,101,D
4319,28.1,20.6,19,152,D
4320,24.6,22.5,19,117,C
4321,50.6,24.4,40,229,C
4322,43.8,21.7,56,238,A
4323,36.6,17.6,38,189,B
4324,50.6,14.9,53,221,B
4325,41.2,23,49,187,C
4326,48.9,19.2,52,227,A
4327,48.1,13.2,26,188,D
4328,28.5,22.5,42,174,A
4329,39.5,9.9,28,195,B
4330,50.1,9,61,213,C
4331,23.7,13,48,166,C
4332,40.6,15.4,40,177,D
4333,60,18.5,53,235,A
4334,24.2,21.2,10,140,C
4335,36.1,6.9,31,184,D
4336,44.6,12.5,40,228,B
4337,36.2,18.7,58,195,A
4338,46.6,3.7,53,214,D
4339,32.9,21.5,44,169,A
4340,37.2,19.3,43,173,A
4341,39.7,24.7,61,240,A
4342,26.2,21.2,48,178,A
4343,35.1,24.7,40,176,A
4344,24.3,14.7,46,183,B
4345,29.3,18.7,56,212,C
4346,25.4,30.3,47,198,A
4347,51.2,11.7,38,174,B
4348,43.2,18.9,33,203,D
4349,48.7,5,44,200,D
4350,42.2,17.5,57,208,A
4351,37.8,30.5,53,251,B
4352,51.9,20.6,56,246,A
4353,50.5,19.1,46,196,C
4354,24.4,5,42,150,C
4355,31,16.7,43,198,C
4356,36.5,17.8,63,243,A
4357,30.7,25,27,176,B
4358,57,17.4,61,236,A
4359,54.9,13.9,53,233,B
4360,34.5,15.4,34,214,C
4361,23,6.8,32,151,D
4362,40.2,19.5,42,208,B
4363,24,11.9,11,126,C
4364,40.9,0.9,36,169,D
4365,15.6,13.8,5,118,D
