ID_no,gripForce,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,ranking
2058,29.6,24.0,46.0,188.0,A
2059,20.3,19.8,0.0,105.0,D
2060,45.2,0.1,22.0,150.0,D
2061,30.1,16.1,17.0,161.0,D
2062,37.3,16.4,45.0,191.0,C
2063,22.4,6.5,23.0,158.0,D
2064,28.9,-4.5,27.0,139.0,D
2065,45.1,18.9,55.0,230.0,A
2066,41.5,19.5,51.0,206.0,A
2067,50.0,20.4,56.0,234.0,A
2068,56.8,11.1,58.0,217.0,D
2069,27.5,14.5,15.0,162.0,D
2070,47.0,18.3,48.0,220.0,A
2071,44.2,9.0,56.0,167.0,D
2072,24.9,19.2,36.0,145.0,B
2073,37.2,-3.6,18.0,211.0,D
2074,47.7,12.9,52.0,206.0,C
2075,21.1,24.9,27.0,141.0,B
2076,51.0,22.5,60.0,228.0,A
2077,35.6,10.2,51.0,198.0,C
2078,33.6,20.1,48.0,185.0,C
2079,38.3,1.5,29.0,155.0,D
2080,28.6,30.2,39.0,183.0,A
2081,16.5,22.4,19.0,107.0,C
2082,25.0,22.4,30.0,148.0,B
2083,41.2,13.8,51.0,196.0,B
2084,20.9,22.2,25.0,107.0,C
2085,47.6,12.3,55.0,250.0,B
2086,19.5,15.5,19.0,118.0,D
2087,22.3,14.0,30.0,108.0,C
2088,55.5,13.0,35.0,205.0,C
2089,40.6,10.8,58.0,191.0,C
2090,57.5,20.6,48.0,214.0,A
2091,36.7,23.1,39.0,215.0,C
2092,52.8,14.6,55.0,224.0,B
2093,27.2,20.9,32.0,154.0,A
2094,56.0,14.4,63.0,234.0,A
2095,21.9,18.9,13.0,108.0,C
2096,27.9,1.9,32.0,163.0,D
2097,32.3,24.6,54.0,197.0,A
2098,42.6,7.8,32.0,198.0,C
2099,43.8,21.8,59.0,238.0,A
2100,33.4,23.0,45.0,172.0,A
2101,19.0,16.7,17.0,132.0,D
2102,26.5,16.7,44.0,171.0,C
2103,33.0,-2.2,45.0,184.0,D
2104,54.5,4.9,37.0,229.0,D
2105,46.0,6.2,45.0,167.0,C
2106,22.7,15.7,40.0,191.0,B
2107,44.9,19.0,53.0,232.0,A
2108,35.1,21.5,44.0,175.0,A
2109,36.0,19.9,52.0,262.0,B
2110,51.1,7.4,51.0,210.0,D
2111,44.4,25.8,50.0,203.0,B
2112,54.5,17.2,47.0,221.0,B
2113,42.6,16.0,42.0,202.0,A
2114,43.4,12.7,57.0,229.0,B
2115,56.4,10.1,56.0,252.0,B
2116,36.1,2.4,30.0,153.0,D
2117,31.3,29.2,50.0,188.0,A
2118,31.4,-14.1,32.0,182.0,D
2119,40.4,17.9,55.0,245.0,A
2120,26.3,14.6,42.0,197.0,B
2121,46.6,22.9,66.0,258.0,A
2122,45.6,18.2,48.0,234.0,A
2123,22.8,18.4,17.0,112.0,C
2124,48.6,14.9,56.0,211.0,A
2125,28.7,14.9,52.0,176.0,B
2126,37.2,15.9,37.0,191.0,A
2127,27.5,25.1,34.0,180.0,B
2128,33.5,4.3,24.0,186.0,C
2129,54.8,12.0,52.0,240.0,B
2130,40.7,17.2,52.0,240.0,C
2131,49.1,13.6,49.0,248.0,B
2132,41.0,9.6,29.0,200.0,D
2133,27.5,25.8,41.0,168.0,B
2134,25.4,15.6,20.0,159.0,C
2135,48.1,19.8,73.0,290.0,A
2136,19.8,9.8,11.0,98.0,D
2137,28.8,22.6,35.0,184.0,B
2138,22.1,16.8,18.0,130.0,C
2139,44.2,17.6,47.0,208.0,A
2140,48.6,25.7,55.0,251.0,A
2141,39.9,16.0,19.0,195.0,D
2142,53.2,19.3,47.0,227.0,C
2143,41.8,27.4,41.0,209.0,A
2144,21.7,26.0,44.0,171.0,A
2145,43.1,22.0,55.0,232.0,A
2146,49.5,9.0,28.0,189.0,B
2147,32.2,15.2,36.0,154.0,D
2148,44.4,23.8,60.0,215.0,A
2149,25.6,23.6,37.0,168.0,C
2150,63.6,19.6,51.0,245.0,C
2151,29.7,1.5,33.0,214.0,D
2152,35.0,11.8,56.0,198.0,B
2153,46.1,12.8,32.0,193.0,A
2154,45.6,14.8,29.0,180.0,B
2155,30.1,26.6,44.0,198.0,A
2156,27.1,19.8,47.0,185.0,A
2157,55.1,17.36,39.0,236.0,C
2158,30.3,12.4,32.0,176.0,C
2159,22.6,17.5,18.0,120.0,B
2160,59.6,0.7,53.0,185.0,D
2161,24.8,21.2,29.0,158.0,A
2162,43.1,14.5,44.0,196.0,A
2163,42.3,12.5,44.0,185.0,B
2164,30.3,19.1,43.0,203.0,B
2165,25.0,-1.5,0.0,129.0,D
2166,39.0,17.4,43.0,213.0,C
2167,47.5,26.0,53.0,231.0,B
2168,32.0,14.0,31.0,128.0,D
2169,41.5,11.1,44.0,210.0,B
2170,23.7,21.8,31.0,123.0,A
2171,26.3,6.6,15.0,97.0,D
2172,28.8,-1.0,43.0,204.0,D
2173,40.7,9.1,41.0,220.0,C
2174,40.2,4.7,29.0,208.0,D
2175,19.8,24.1,34.0,134.0,A
2176,39.6,10.7,45.0,221.0,B
2177,23.7,24.1,40.0,142.0,C
2178,48.2,17.8,49.0,208.0,B
2179,44.0,11.0,34.0,193.0,B
2180,44.8,20.7,41.0,226.0,B
2181,41.2,14.4,36.0,201.0,B
2182,21.9,25.5,38.0,140.0,D
2183,29.0,14.8,42.0,186.0,C
2184,24.3,30.5,42.0,202.0,A
2185,56.9,8.4,45.0,209.0,C
2186,38.1,-5.5,15.0,62.0,D
2187,50.2,20.9,40.0,214.0,A
2188,50.7,19.3,53.0,233.0,A
2189,60.1,20.0,48.0,238.0,A
2190,42.7,17.1,45.0,213.0,B
2191,21.4,21.3,34.0,160.0,A
2192,23.3,24.9,34.0,126.0,B
2193,23.0,17.1,22.0,119.0,B
2194,34.1,2.5,55.0,160.0,D
2195,50.4,16.7,60.0,244.0,A
2196,34.2,23.1,47.0,165.0,A
2197,27.2,32.6,13.0,130.0,B
2198,31.7,15.9,57.0,233.0,B
2199,53.3,5.2,29.0,180.0,D
2200,46.3,17.4,37.0,224.0,C
2201,35.5,32.9,66.0,207.0,A
2202,25.0,15.0,37.0,140.0,B
2203,51.2,24.2,36.0,193.0,C
2204,38.9,10.2,48.0,245.0,C
2205,17.0,21.8,12.0,131.0,B
2206,40.6,18.0,45.0,234.0,B
2207,53.0,15.5,50.0,160.0,C
2208,27.2,21.4,26.0,179.0,C
2209,36.6,0.4,23.0,180.0,D
2210,14.1,18.4,34.0,128.0,D
2211,26.1,24.5,18.0,138.0,D
2212,45.3,19.3,34.0,203.0,A
2213,38.7,6.9,32.0,234.0,D
2214,51.3,16.8,42.0,227.0,A
2215,37.1,13.9,34.0,165.0,D
2216,16.1,17.1,17.0,134.0,D
2217,28.6,10.9,43.0,159.0,C
2218,27.7,21.2,33.0,181.0,A
2219,42.5,7.4,40.0,204.0,D
2220,20.0,16.6,17.0,126.0,D
2221,44.3,23.8,60.0,224.0,A
2222,27.2,18.0,36.0,100.0,D
2223,52.1,16.2,76.0,244.0,A
2224,31.4,12.0,24.0,178.0,C
2225,41.7,15.1,43.0,236.0,B
2226,25.5,20.0,34.0,159.0,C
2227,26.3,29.7,36.0,168.0,B
2228,21.5,14.9,27.0,149.0,D
2229,42.6,18.3,58.0,218.0,C
2230,29.0,13.1,51.0,182.0,C
2231,38.4,20.9,47.0,222.0,A
2232,23.2,16.1,16.0,135.0,B
2233,29.0,17.7,42.0,175.0,B
2234,27.5,24.8,50.0,177.0,B
2235,23.6,7.8,7.0,125.0,D
2236,58.1,3.0,44.0,170.0,D
2237,49.6,14.1,62.0,245.0,B
2238,42.4,15.7,44.0,198.0,A
2239,24.7,14.8,19.0,132.0,D
2240,20.6,18.9,38.0,162.0,A
2241,48.9,15.4,52.0,245.0,A
2242,21.0,15.8,39.0,168.0,C
2243,32.7,24.8,33.0,175.0,A
2244,29.1,25.0,60.0,202.0,A
2245,25.0,12.1,26.0,141.0,C
2246,37.9,4.9,53.0,196.0,D
2247,36.7,14.2,54.0,262.0,B
2248,35.6,10.4,46.0,180.0,B
2249,37.1,15.6,41.0,184.0,A
2250,42.7,15.2,23.0,178.0,C
2251,49.4,22.1,59.0,261.0,A
2252,17.0,-6.1,0.0,70.0,D
2253,27.4,17.6,34.0,141.0,C
2254,55.7,17.7,59.0,241.0,A
2255,42.6,11.5,38.0,215.0,D
2256,39.5,12.5,31.0,214.0,D
2257,24.1,24.4,52.0,196.0,B
2258,46.1,27.0,54.0,248.0,A
2259,30.8,9.2,46.0,212.0,C
2260,59.8,24.0,52.0,218.0,A
2261,27.3,15.0,11.0,101.0,C
2262,39.9,16.8,45.0,198.0,B
2263,31.9,23.3,40.0,185.0,A
2264,46.9,8.6,48.0,211.0,C
2265,26.3,5.2,29.0,137.0,D
2266,46.5,18.6,34.0,189.0,A
2267,53.8,23.0,76.0,274.0,A
2268,57.3,3.0,29.0,195.0,D
2269,35.4,26.3,43.0,183.0,A
2270,25.9,13.1,39.0,148.0,C
2271,36.4,17.3,34.0,174.0,D
2272,30.1,2.5,26.0,145.0,D
2273,47.6,21.6,48.0,254.0,D
2274,44.6,13.6,50.0,229.0,B
2275,46.8,-4.5,14.0,153.0,D
2276,48.4,11.0,51.0,204.0,B
2277,38.5,19.1,45.0,185.0,C
2278,37.9,15.5,66.0,233.0,B
2279,52.0,22.0,46.0,211.0,A
2280,40.6,18.2,28.0,190.0,B
2281,59.4,21.5,46.0,227.0,A
2282,33.7,1.4,33.0,190.0,D
2283,40.3,3.1,43.0,223.0,D
2284,39.4,14.4,27.0,189.0,C
2285,19.6,12.8,21.0,165.0,C
2286,16.0,12.7,17.0,126.0,D
2287,38.1,-6.3,38.0,161.0,D
2288,42.5,13.0,36.0,198.0,C
2289,45.6,14.9,50.0,242.0,B
2290,41.8,16.2,56.0,208.0,A
2291,46.6,20.7,46.0,240.0,A
2292,33.0,22.0,49.0,179.0,A
2293,40.0,12.1,49.0,226.0,B
2294,27.5,10.0,12.0,100.0,D
2295,42.8,3.2,27.0,203.0,D
2296,28.6,15.4,35.0,149.0,B
2297,43.1,5.5,39.0,197.0,C
2298,55.3,20.2,62.0,268.0,B
2299,55.1,26.1,50.0,237.0,B
2300,37.7,-9.9,24.0,176.0,D
2301,27.1,20.4,43.0,162.0,A
2302,42.1,19.2,57.0,218.0,C
2303,26.1,28.5,37.0,155.0,A
2304,50.4,18.0,60.0,250.0,A
2305,42.5,15.5,45.0,218.0,B
2306,20.2,20.0,19.0,111.0,C
2307,31.4,12.8,53.0,220.0,B
2308,44.9,22.1,58.0,234.0,A
2309,24.7,18.2,13.0,102.0,D
2310,34.6,22.9,57.0,186.0,A
2311,48.2,14.6,44.0,223.0,C
2312,38.9,14.6,33.0,191.0,C
2313,45.1,16.3,56.0,211.0,C
2314,43.5,12.1,52.0,195.0,B
2315,17.3,19.0,25.0,131.0,B
2316,25.7,16.7,35.0,144.0,C
2317,18.2,22.8,21.0,133.0,D
2318,45.6,9.8,43.0,198.0,B
2319,45.2,13.6,57.0,234.0,B
2320,54.2,24.0,50.0,230.0,A
2321,28.2,19.4,27.0,159.0,B
2322,48.5,10.2,53.0,222.0,B
2323,30.8,23.8,42.0,189.0,A
2324,25.2,22.3,13.0,127.0,B
2325,25.2,18.0,0.0,123.0,D
2326,21.6,2.5,18.0,153.0,D
2327,21.3,9.0,5.0,116.0,D
2328,40.3,13.1,57.0,244.0,B
2329,57.4,18.3,55.0,239.0,A
2330,35.3,14.1,50.0,230.0,C
2331,25.7,14.6,47.0,117.0,C
2332,24.1,30.9,70.0,191.0,A
2333,39.6,-1.0,37.0,182.0,D
2334,41.3,14.1,55.0,229.0,C
2335,48.2,6.3,49.0,226.0,C
2336,40.1,18.7,70.0,223.0,B
2337,36.3,7.1,26.0,174.0,B
2338,49.3,5.0,39.0,219.0,D
2339,32.1,19.0,47.0,173.0,A
2340,28.0,20.1,21.0,139.0,C
2341,52.7,11.6,44.0,192.0,C
2342,55.8,14.4,33.0,214.0,D
2343,60.0,25.5,51.0,215.0,A
2344,27.9,23.1,37.0,165.0,A
2345,30.9,6.3,24.0,165.0,C
2346,41.5,7.2,33.0,182.0,C
2347,26.7,22.5,32.0,148.0,B
2348,21.2,14.0,26.0,129.0,D
2349,43.3,24.21,49.0,228.0,A
2350,43.0,8.1,42.0,178.0,C
2351,55.3,15.0,46.0,217.0,B
2352,33.7,21.1,43.0,169.0,A
2353,37.7,8.6,46.0,205.0,C
2354,42.8,12.5,48.0,213.0,B
2355,40.4,22.2,57.0,249.0,C
2356,39.8,7.8,40.0,199.0,C
2357,65.2,12.5,49.0,240.0,B
2358,26.0,13.0,36.0,185.0,C
2359,23.3,21.0,16.0,136.0,D
2360,31.2,23.2,32.0,163.0,B
2361,47.8,-0.5,60.0,212.0,D
2362,25.7,23.6,46.0,188.0,A
2363,26.6,34.4,43.0,188.0,A
2364,55.4,23.0,61.0,253.0,A
2365,24.6,4.0,17.0,131.0,D
2366,37.4,10.5,47.0,194.0,C
2367,37.6,14.8,27.0,162.0,B
2368,43.3,19.3,41.0,178.0,A
2369,23.2,14.4,35.0,165.0,B
2370,56.9,16.8,39.0,219.0,C
2371,46.1,2.4,47.0,222.0,D
2372,23.6,19.6,24.0,122.0,C
2373,28.8,21.9,21.0,147.0,B
2374,23.0,21.0,30.0,101.0,A
2375,33.5,9.2,30.0,192.0,D
2376,48.2,23.9,59.0,235.0,A
2377,28.4,19.9,46.0,183.0,A
2378,46.7,14.7,42.0,238.0,B
2379,39.6,-0.6,46.0,214.0,D
2380,33.4,12.4,32.0,177.0,B
2381,38.0,19.4,49.0,201.0,B
2382,31.0,31.2,67.0,203.0,A
2383,21.8,19.1,31.0,155.0,B
2384,24.9,14.0,20.0,146.0,C
2385,43.4,6.3,32.0,178.0,D
2386,27.7,20.0,7.0,164.0,D
2387,39.0,4.5,24.0,174.0,C
2388,48.5,13.7,58.0,220.0,B
2389,35.7,13.22,29.0,148.0,C
2390,20.3,10.2,20.0,155.0,D
2391,39.7,17.5,57.0,218.0,B
2392,49.1,15.6,57.0,226.0,A
2393,41.9,19.1,50.0,230.0,A
2394,50.7,12.9,32.0,170.0,A
2395,51.7,21.4,56.0,260.0,A
2396,32.6,5.1,24.0,180.0,D
2397,26.0,27.8,46.0,167.0,A
2398,31.6,14.2,38.0,121.0,C
2399,45.9,7.5,27.0,201.0,D
2400,21.0,22.0,22.0,132.0,C
2401,24.1,24.7,17.0,126.0,A
2402,50.7,13.0,36.0,197.0,B
2403,49.0,9.1,49.0,203.0,C
2404,45.5,16.8,49.0,241.0,B
2405,33.9,30.1,68.0,201.0,A
2406,48.4,15.6,48.0,211.0,C
2407,30.1,22.3,19.0,141.0,D
2408,47.6,16.0,50.0,198.0,A
2409,29.7,16.8,31.0,156.0,B
2410,25.8,26.5,40.0,185.0,A
2411,26.3,21.4,36.0,172.0,A
2412,38.3,20.8,54.0,218.0,B
2413,32.6,16.1,48.0,220.0,B
2414,23.1,21.5,23.0,176.0,C
2415,23.3,8.9,5.0,78.0,D
2416,26.8,29.2,31.0,146.0,B
2417,42.3,8.8,47.0,202.0,D
2418,27.3,22.1,18.0,126.0,C
2419,25.6,19.7,23.0,146.0,B
2420,24.0,17.2,4.0,95.0,D
2421,42.8,5.4,41.0,198.0,D
2422,35.7,16.5,61.0,219.0,A
2423,20.4,12.3,28.0,128.0,C
2424,31.3,7.2,20.0,183.0,D
2425,44.4,7.4,35.0,190.0,C
2426,37.9,4.5,46.0,229.0,D
2427,19.0,13.1,0.0,140.0,D
2428,50.3,17.4,66.0,222.0,B
2429,21.2,13.2,4.0,103.0,D
2430,16.9,22.5,0.0,126.0,D
2431,49.1,16.6,51.0,225.0,A
2432,23.1,15.0,20.0,52.0,C
2433,52.4,7.0,30.0,195.0,D
2434,42.4,8.6,47.0,196.0,C
2435,47.8,14.7,50.0,193.0,B
2436,31.8,20.7,54.0,222.0,A
2437,26.7,18.0,20.0,143.0,C
2438,22.9,18.5,5.0,113.0,D
2439,22.8,26.0,43.0,188.0,A
2440,23.1,19.7,8.0,143.0,C
2441,49.4,2.3,58.0,217.0,D
2442,43.5,16.9,49.0,253.0,D
2443,43.5,11.2,47.0,205.0,C
2444,40.3,17.5,42.0,219.0,D
2445,22.8,33.3,30.0,184.0,C
2446,38.0,17.0,59.0,239.0,A
2447,50.1,5.4,34.0,213.0,D
2448,52.1,11.3,41.0,195.0,C
2449,25.6,13.9,10.0,84.0,C
2450,24.0,15.1,22.0,129.0,C
2451,27.3,21.8,54.0,197.0,B
2452,60.6,16.5,52.0,235.0,C
2453,57.8,16.1,46.0,221.0,B
2454,29.1,21.7,36.0,169.0,A
2455,46.1,25.5,51.0,202.0,A
2456,26.1,21.8,22.0,71.0,B
2457,38.7,10.9,31.0,213.0,C
2458,43.2,12.4,46.0,216.0,B
2459,39.3,13.5,46.0,232.0,B
2460,50.3,19.7,63.0,248.0,B
2461,55.1,16.0,41.0,186.0,C
2462,22.9,16.0,22.0,163.0,C
2463,43.3,14.9,59.0,223.0,B
2464,48.7,17.1,55.0,230.0,A
2465,29.9,12.6,14.0,118.0,D
2466,50.4,15.6,51.0,222.0,B
2467,53.5,15.0,58.0,246.0,A
2468,40.7,20.2,63.0,231.0,A
2469,41.2,16.8,45.0,210.0,C
2470,30.0,25.5,44.0,178.0,A
2471,28.3,22.3,51.0,172.0,A
2472,47.4,28.2,47.0,222.0,A
2473,38.2,24.4,55.0,171.0,A
2474,30.1,24.0,39.0,185.0,B
2475,27.7,15.0,26.0,160.0,B
2476,34.7,21.9,43.0,170.0,C
2477,16.5,23.2,16.0,137.0,D
2478,27.1,20.9,45.0,153.0,B
2479,43.2,8.7,44.0,224.0,C
2480,62.8,19.9,56.0,248.0,A
2481,16.5,12.4,10.0,103.0,D
2482,36.8,14.8,41.0,186.0,D
2483,31.8,16.5,46.0,180.0,B
2484,39.4,9.8,41.0,224.0,B
2485,38.5,11.3,33.0,185.0,B
2486,31.8,-1.2,28.0,216.0,D
2487,47.3,16.4,53.0,244.0,A
2488,36.1,20.6,61.0,233.0,C
2489,40.0,18.3,46.0,209.0,C
2490,14.6,19.9,32.0,138.0,D
2491,36.7,21.9,50.0,229.0,C
2492,19.7,9.4,21.0,159.0,D
2493,39.3,6.3,45.0,189.0,D
2494,23.5,22.5,44.0,162.0,A
2495,52.0,19.8,53.0,247.0,A
2496,17.8,16.3,1.0,35.0,D
2497,47.1,16.8,43.0,226.0,B
2498,27.4,18.6,34.0,161.0,C
2499,43.0,17.7,46.0,202.0,C
2500,20.2,13.0,36.0,165.0,C
2501,46.5,17.0,52.0,195.0,B
2502,24.4,24.6,50.0,168.0,B
2503,33.9,0.0,65.0,250.0,D
2504,45.4,14.4,52.0,238.0,A
2505,21.3,15.9,26.0,149.0,B
2506,46.5,17.6,58.0,245.0,A
2507,47.3,16.9,64.0,241.0,A
2508,50.8,19.1,64.0,252.0,C
2509,43.0,10.9,27.0,204.0,C
2510,43.2,11.9,42.0,214.0,D
2511,25.6,24.2,22.0,147.0,A
2512,35.0,22.1,40.0,166.0,A
2513,35.3,6.3,23.0,202.0,D
2514,40.6,13.4,53.0,256.0,B
2515,22.4,10.9,20.0,111.0,D
2516,23.2,18.0,36.0,155.0,C
2517,22.6,19.0,25.0,122.0,B
2518,35.4,32.2,49.0,210.0,A
2519,45.0,5.3,28.0,203.0,D
2520,39.5,6.7,23.0,196.0,D
2521,39.0,15.1,33.0,214.0,C
2522,55.3,9.0,36.0,243.0,C
2523,36.9,9.7,46.0,222.0,C
2524,32.8,4.6,28.0,180.0,D
2525,32.1,12.5,13.0,107.0,D
2526,30.9,22.8,43.0,162.0,A
2527,21.9,20.3,43.0,174.0,A
2528,47.0,12.9,58.0,199.0,D
2529,27.9,16.4,38.0,167.0,B
2530,35.3,15.3,30.0,166.0,C
2531,31.3,18.0,24.0,145.0,B
2532,35.0,6.2,18.0,165.0,D
2533,38.0,-18.7,33.0,158.0,D
2534,40.8,17.0,32.0,221.0,B
2535,36.1,4.0,37.0,149.0,C
2536,40.6,10.3,33.0,181.0,D
2537,24.3,25.3,0.0,160.0,D
2538,39.4,23.4,49.0,185.0,B
2539,50.7,8.2,37.0,168.0,D
2540,40.5,26.9,40.0,227.0,C
2541,23.2,22.6,12.0,129.0,D
2542,40.8,5.6,38.0,213.0,C
2543,39.0,-4.5,51.0,234.0,D
2544,46.0,15.3,48.0,239.0,A
2545,40.3,19.3,56.0,197.0,A
2546,53.8,25.6,56.0,259.0,A
2547,45.1,17.3,52.0,280.0,B
2548,28.6,19.9,24.0,129.0,A
2549,43.0,18.0,54.0,232.0,A
2550,37.0,-7.8,17.0,202.0,D
2551,26.7,21.7,25.0,186.0,B
2552,29.8,19.8,26.0,166.0,B
2553,42.7,7.4,52.0,204.0,C
2554,54.9,21.4,55.0,262.0,A
2555,51.3,18.0,53.0,205.0,A
2556,53.5,28.0,50.0,239.0,B
2557,16.9,12.8,2.0,83.0,D
2558,32.6,6.5,12.0,166.0,D
2559,52.9,5.8,54.0,193.0,C
2560,24.2,21.2,41.0,196.0,A
2561,49.7,10.1,53.0,222.0,B
2562,40.3,11.9,48.0,232.0,B
2563,38.3,-5.4,33.0,201.0,D
2564,39.0,-8.5,25.0,180.0,D
2565,47.6,27.0,55.0,237.0,C
2566,44.4,15.4,41.0,220.0,B
2567,42.3,9.2,28.0,185.0,D
2568,46.2,19.4,54.0,238.0,A
2569,42.4,19.1,56.0,230.0,A
2570,29.6,24.2,57.0,255.0,C
2571,21.9,17.0,24.0,115.0,C
2572,19.7,23.0,16.0,120.0,B
2573,25.3,22.6,52.0,166.0,A
2574,20.7,10.6,0.0,73.0,D
2575,46.6,-0.9,30.0,186.0,D
2576,25.3,15.0,23.0,165.0,C
2577,25.2,17.6,40.0,151.0,B
2578,66.8,-14.6,36.0,199.0,D
2579,48.7,12.5,55.0,210.0,B
2580,28.3,22.8,39.0,167.0,A
2581,48.2,-5.8,27.0,154.0,D
2582,25.3,19.1,56.0,172.0,A
2583,32.2,17.3,43.0,172.0,B
2584,31.5,31.2,38.0,188.0,A
2585,40.6,-3.7,30.0,218.0,D
2586,43.6,13.6,39.0,175.0,B
2587,21.8,17.9,27.0,109.0,C
2588,31.2,23.4,51.0,181.0,A
2589,37.5,26.0,45.0,173.0,A
2590,38.3,4.8,35.0,210.0,C
2591,46.0,17.1,57.0,241.0,D
2592,37.4,-10.5,34.0,183.0,D
2593,27.5,22.0,45.0,173.0,A
2594,40.1,18.2,49.0,228.0,C
2595,30.2,12.8,18.0,179.0,D
2596,22.4,14.9,0.0,66.0,D
2597,24.1,15.4,21.0,150.0,C
2598,42.8,21.1,44.0,201.0,B
2599,45.8,17.8,52.0,227.0,B
2600,51.1,15.1,40.0,240.0,C
2601,48.1,8.4,40.0,190.0,C
2602,28.2,32.0,46.0,171.0,A
2603,50.3,18.6,41.0,198.0,A
2604,44.3,23.6,60.0,245.0,A
2605,43.2,12.5,48.0,206.0,B
2606,34.8,1.0,0.0,112.0,D
2607,51.3,23.8,47.0,224.0,A
2608,37.7,18.8,46.0,234.0,B
2609,43.4,-8.0,29.0,161.0,D
2610,31.8,20.4,37.0,188.0,A
2611,43.7,6.6,50.0,229.0,C
2612,27.5,23.5,4.0,114.0,D
2613,59.5,22.4,61.0,235.0,A
2614,27.6,16.3,42.0,160.0,B
2615,44.9,28.6,60.0,251.0,A
2616,43.2,26.0,58.0,227.0,A
2617,47.3,18.2,47.0,230.0,A
2618,24.9,4.4,17.0,151.0,D
2619,31.7,9.1,35.0,204.0,C
2620,45.3,8.1,31.0,186.0,D
2621,40.4,21.0,49.0,251.0,B
2622,27.2,21.1,37.0,160.0,A
2623,38.4,7.7,26.0,169.0,C
2624,45.6,13.5,43.0,211.0,B
2625,43.3,21.2,48.0,221.0,C
2626,28.1,31.4,53.0,170.0,A
2627,54.8,11.8,40.0,254.0,B
2628,30.6,17.8,47.0,177.0,B
2629,44.3,17.0,41.0,209.0,D
2630,28.1,12.2,16.0,146.0,D
2631,43.1,21.3,35.0,179.0,D
2632,24.8,19.2,47.0,144.0,D
2633,54.5,15.2,43.0,155.0,B
2634,50.1,11.0,62.0,245.0,C
2635,46.5,-6.8,28.0,214.0,D
2636,30.2,24.1,49.0,197.0,A
2637,48.2,20.8,60.0,221.0,B
2638,33.9,16.7,55.0,242.0,C
2639,47.1,14.9,59.0,220.0,B
2640,43.8,9.5,32.0,190.0,B
2641,26.8,22.8,36.0,176.0,A
2642,45.2,13.7,58.0,194.0,B
2643,46.4,9.9,44.0,227.0,B
2644,25.3,19.4,36.0,163.0,A
2645,23.9,20.0,11.0,144.0,C
2646,39.3,10.9,32.0,184.0,B
2647,45.4,14.8,47.0,211.0,C
2648,29.4,18.2,30.0,166.0,D
2649,31.1,21.8,23.0,153.0,B
2650,47.4,17.2,44.0,219.0,D
2651,41.1,7.6,36.0,213.0,C
2652,53.0,14.7,42.0,252.0,C
2653,45.9,16.0,50.0,218.0,A
2654,38.2,14.7,63.0,214.0,A
2655,19.9,8.8,45.0,182.0,D
2656,17.9,27.2,27.0,168.0,B
2657,38.6,213.0,53.0,244.0,B
2658,15.9,8.7,6.0,112.0,D
2659,40.1,20.2,59.0,250.0,A
2660,24.4,21.0,32.0,120.0,B
2661,19.1,24.2,16.0,141.0,D
2662,27.8,24.1,40.0,181.0,A
2663,18.7,6.8,0.0,59.0,D
2664,58.3,13.2,52.0,228.0,B
2665,53.8,23.6,52.0,224.0,C
2666,43.5,14.2,66.0,236.0,B
2667,40.0,10.0,48.0,228.0,C
2668,41.3,12.0,27.0,220.0,D
2669,49.4,5.6,34.0,214.0,D
2670,37.7,28.4,56.0,224.0,B
2671,23.0,15.0,15.0,135.0,D
2672,34.6,7.6,59.0,180.0,D
2673,39.1,-9.7,43.0,182.0,D
2674,40.2,16.3,50.0,239.0,A
2675,51.7,19.0,51.0,240.0,B
2676,27.1,20.0,22.0,152.0,B
2677,41.4,18.4,59.0,242.0,B
2678,20.9,16.6,24.0,138.0,D
2679,22.2,28.9,50.0,178.0,A
2680,43.5,23.0,57.0,214.0,A
2681,24.1,27.8,35.0,167.0,B
2682,33.0,26.8,46.0,189.0,B
2683,27.6,19.4,2.0,139.0,D
2684,52.3,28.8,55.0,221.0,B
2685,23.4,28.6,17.0,175.0,C
2686,32.0,28.9,27.0,194.0,C
2687,58.3,16.3,57.0,243.0,A
2688,53.5,17.2,50.0,235.0,B
2689,41.4,9.6,38.0,235.0,C
2690,43.4,22.0,62.0,235.0,A
2691,43.5,-0.8,41.0,224.0,D
2692,22.1,19.5,47.0,197.0,B
2693,35.1,4.8,34.0,216.0,D
2694,51.5,14.7,39.0,194.0,C
2695,45.1,26.9,59.0,226.0,A
2696,45.9,19.4,46.0,233.0,B
2697,25.1,26.4,51.0,171.0,A
2698,43.3,20.1,57.0,212.0,C
2699,33.2,24.5,64.0,195.0,A
2700,29.1,1.8,36.0,177.0,D
2701,43.7,13.1,45.0,202.0,B
2702,54.0,18.3,54.0,203.0,B
2703,42.7,11.3,42.0,203.0,C
2704,32.6,15.9,36.0,178.0,B
2705,45.7,21.1,52.0,149.0,A
2706,44.0,19.1,50.0,229.0,C
2707,24.3,15.6,24.0,137.0,C
2708,45.1,10.0,48.0,240.0,B
2709,29.4,25.0,34.0,144.0,A
2710,42.1,10.5,27.0,164.0,C
2711,26.7,3.7,43.0,166.0,D
2712,43.3,16.9,26.0,177.0,D
2713,22.5,7.5,44.0,167.0,D
2714,45.3,14.1,36.0,212.0,C
2715,43.8,15.8,54.0,217.0,B
2716,25.1,16.1,1.0,112.0,D
2717,47.0,21.4,55.0,251.0,B
2718,29.1,16.0,38.0,215.0,B
2719,28.8,17.3,45.0,183.0,B
2720,47.6,20.6,67.0,235.0,A
